name,DOB,sex,race,height,weight,zip,street,brth_cert_number
Jaxson BLAND,011270,0,1,64,,29701,1392 BREENS  STREET,553197
Larry HUANG,042865,0,,60,,29086,6942 PARKSIDE  ST,576137
Talon SMITH,010242,0,4,,146,29166,1344 RIDLEY  STREET,421080
Izaiah KENDALL,072774,0,1,,,25393,5896 HIBERNIA  ST,491627
Ryan CHU,122680,0,4,69,,38309,1650 FENWAY  STREET,504693
Edwin CRUM,053148,0,4,,134,33488,4841 CLAIREMONT  STREET,775985
Cheyanne VILLARREAL,092046,0,1,71,128,33915,9403 REGAL PATH  ST,757665
Raegan FLAHERTY,112251,0,1,,130,32749,6095 CANDLER POINTE  ST,636097
Estrella CREECH,050664,0,2,66,103,34261,9102 MCDONOUGH  STREET,588044
Ashton PEASE,120364,0,3,50,113,21643,896 MADISON  ST,807651
Keira SHEEHAN,100258,0,2,80,130,23532,3559 SUPERIOR  ST,422435
Teagan DOBSON,061758,0,2,,162,35998,2472 MEDLOCK  STREET,579261
Alessandra WATTS,080351,0,4,65,96,39738,3600 LAREDO  STREET,152245
Andres WILKS,032580,0,4,61,,22928,4442 BRIDLEWOOD  ST,850658
Giovanni MCFARLAND,051271,0,1,57,109,22691,3747 VICKERS  STREET,469498
Alejandro ROSEN,042979,0,,,187,26886,5608 JACKSON  ST,373913
Kendall KAPLAN,063061,0,4,,139,39447,4208 CREEKWOOD  STREET,468891
Issac FLORENCE,111361,0,3,76,192,21201,2869 MCDONOUGH  ST,576755
Beau MENDEZ,090247,0,3,71,172,36199,9311 HILLCREST  ST,341634
Nia BOBO,050265,0,4,55,82,36857,4901 ANSLEY  ST,583697
Andrea PERDUE,092765,,1,57,,36401,7184 LENORE  STREET,500324
Camden VALADEZ,041847,0,2,76,120,25707,4958 SYCAMORE RIDGE  STREET,408917
Daniela DOSS,042049,0,3,69,147,38046,4939 MARY GAY  STREET,347385
Malik PETERSEN,070375,0,2,67,,33786,4763 GROVE  ST,302108
Cesar KIRKLAND,033184,0,2,87,182,24223,1675 LIVINGSTON  ST,230420
Wyatt NELSON,020362,0,2,61,136,31697,6421 IRVIN  ST,746368
Elijah PAUL,091049,0,3,79,161,31449,3769 KIRK  ST,760503
Roger COTTRELL,021044,0,4,,113,22625,5357 LAKE  ST,824537
Marissa PENA,022679,0,2,46,132,23014,3880 MANOR  STREET,252407
Addison SALINAS,051177,0,4,,117,37596,8319 MELROSE  STREET,384492
Garrett NICKERSON,052653,0,1,56,97,21348,1453 GREENWOOD  ST,277300
Allen ROWLAND,120453,0,4,78,168,27900,1754 TWIN OAKS  STREET,455413
Dayanara LORENZ,022342,0,2,70,162,21083,5843 WILTSHIRE  ST,174845
Alondra WEST,102084,0,1,72,146,28122,2737 MISSIONARY  STREET,705257
Kendall KEATING,111052,0,3,,155,22697,4406 BENSON  ST,246996
Zoey STRATTON,122662,0,2,,,20395,9304 SYCAMORE  ST,679236
Cole LARKIN,022654,0,3,,167,34284,7103 MOUNT VERNON  STREET,343580
Brooklynn SAWYER,081854,0,4,70,176,23889,4712 WOODLAWN  STREET,482324
Miguel OCAMPO,111760,0,1,56,113,38733,149 DRIFTWOOD  ST,267161
Erick QUINN,030779,0,4,63,95,27985,8042 MANOR  ST,805817
Richard EVANS,112343,0,1,78,,32454,646 WILBURN  STREET,637867
Sophia GROVES,052449,0,2,58,130,29386,2602 RIO  STREET,887152
Guillermo HAWK,042812,0,4,,129,37009,2050 MISSIONARY  ST,888657
Anthony HENDRICKSON,070881,0,2,,104,30235,4747 KIRK CROSSING  STREET,415101
Reese GOFF,052461,0,3,,92,28227,832 CHELSEA  STREET,260554
Dane ELMORE,011742,0,2,61,121,30707,5357 WALKER  ST,669404
Rocco PETERS,042781,0,4,64,,20951,704 3RD  ST,343877
Max KNOX,110548,0,2,,92,38670,1772 MISSIONARY  STREET,821657
Kevin SNELL,090381,0,4,,,26374,716 VICKERS  ST,777403
Kameron HARPER,050165,0,3,52,156,38078,8023 POWELL  STREET,120324
Amanda BIDDLE,072050,0,,77,115,34607,929 PINEVIEW  ST,581994
Julius BEATTY,060249,0,1,55,92,25297,7840 CHEWNING  ST,338156
Elise COLLINS,113042,0,3,,142,24635,1724 HIBERNIA  ST,606421
Bennett CURLEY,122564,0,1,81,153,22500,2240 NEW  STREET,252626
Lilian TILLEY,012355,0,2,75,,,,892285
Kaitlyn KINCAID,071045,0,1,73,134,27314,6241 JEFFERSON  STREET,274549
Heather HONG,091180,0,3,,163,39199,3419 ATLANTA  ST,380802
Leonardo HURTADO,090644,0,4,61,106,23862,3830 WILLOW  ST,398632
Allyson NORTON,081279,0,3,,,28696,399 EVANS  ST,547209
Noel CABRERA,012783,0,4,72,,25020,8176 GENEVA  STREET,844433
Hayden PALMA,120950,0,,58,,25463,7593 WOODVIEW  STREET,253163
Erika PALMA,021575,0,4,62,107,35355,4930 5TH  STREET,494533
Morgan LITTLEJOHN,072778,0,1,74,149,30936,1643 PARK  ST,405045
Cheyenne WITHERS,092483,0,3,,134,33615,9310 COVENTRY  STREET,708591
Melvin MCCRARY,050285,0,4,74,142,35277,7932 HIBERNIA  STREET,141645
Miriam WILLIAMSON,051554,0,3,78,,34500,3330 FORKNER  ST,331924
Kyra HAMEL,030779,0,4,,110,38663,8544 OLYMPIC  ST,626005
Brayan MATHEWS,072257,0,1,88,,24002,3028 CHEVELLE  STREET,673580
Harrison MATTOX,122165,0,,68,139,33700,1018 ROYAL  ST,440513
Tony KEENE,073085,0,3,,131,36167,8689 BRUTON  ST,412295
Rachel WHITMAN,032776,0,3,75,134,36992,4296 WOODBURY  STREET,250943
Callie ROCKWELL,050569,0,1,,129,31718,3143 4TH  ST,702596
Olivia CODY,030570,0,2,58,115,21332,8086 TALLEY  STREET,774741
Katherine ROWLEY,070948,0,4,67,173,24657,6024 ASHFIELD  STREET,518807
Casey MARQUEZ,062169,0,4,67,139,22331,2736 EMERSON  STREET,312805
Kaiden BOUDREAU,113046,0,1,,128,27375,7311 SCOTT  ST,705368
Justice LYON,110578,0,2,70,129,37828,5742 KIRK CROSSING  STREET,760312
Ayla COWART,081258,0,3,,148,21434,938 OLYMPIC  STREET,478329
Drew MELENDEZ,041778,0,4,74,,34563,7965 EMERSON  STREET,103172
James AGUIRRE,112873,0,2,74,,22163,2063 GLENN  STREET,457237
Kira MANN,109152,0,3,71,166,30293,8876 HILLYER  ST,278316
Rylan AKINS,122081,0,3,55,162,20267,4163 OLD DECATUR  ST,138553
Lillian MAYNARD,043081,0,3,82,,37153,6454 BROOKS  STREET,868249
Cindy DENNIS,021375,0,4,87,168,28152,7482 MCKOY  ST,255123
Haley PARKER,071759,0,4,67,,23223,1290 HILLYER  ST,343420
Emilia BUCK,032760,0,2,52,112,38382,6477 LENORE  ST,629718
Allen LINDER,030447,0,3,,123,20674,8023 CHIEF MATTHEWS  STREET,306927
Brady TEMPLETON,082255,0,3,69,153,38617,5637 CHIEF MATTHEWS  STREET,414299
Kyra ADKINS,010140,0,2,78,,38973,7678 WINN  ST,651439
Leslie HAGEN,061143,0,2,,125,23936,8420 MONTICELLO  ST,131652
Zoe FITCH,011115,0,3,68,111,35754,6411 WINN  ST,677327
Oscar PFEIFFER,080284,0,3,,145,33073,5813 BENSON  ST,444298
Meredith BULLOCK,122177,0,4,55,111,36314,3909 HILLMONT  STREET,798325
Madisyn ZEIGLER,011947,0,4,57,105,21828,4193 JOHNSON  STREET,350434
Issac PRESCOTT,111472,0,2,,,32422,834 SYCAMORE RIDGE  ST,842071
Jermaine MCWHORTER,051449,0,1,58,101,28387,809 OAKVIEW  ST,684457
Cyrus WHITEHEAD,120365,0,3,78,151,27752,8368 WOODFERN  ST,760857
Crystal BULL,011765,0,1,71,131,23325,9307 DEKALB COUNTY COURTHOUSE  ST,651646
Terrance SINCLAIR,101055,0,4,,112,25259,1707 MERRILL  STREET,349214
Jeffrey MADISON,082483,0,4,,128,33212,6897 BROWER  STREET,865897
Russell DRUMMOND,033144,0,3,54,125,32643,5852 MCDONOUGH  ST,710151
Kenneth BASSETT,112746,0,4,,,33953,2315 CANDLER  STREET,817674
Abbigail WHITEHEAD,090964,0,2,71,140,25118,4270 ASHBURY HEIGHTS  STREET,768979
Maria CARR,110450,0,1,,,32445,7945 SENECA  STREET,484159
Teagan YU,112578,0,4,,138,39827,5277 EMERSON  STREET,118055
Izabella JACOBSON,100551,0,,56,88,39634,5974 HAMPSHIRE  STREET,663615
Saniya AMOS,091578,0,4,59,163,39234,1675 REGAL PATH  ST,303594
Hanna HASTINGS,082043,0,4,74,186,32066,8172 POWELL  ST,636128
Amanda GOFF,051060,0,4,74,171,27350,3863 GARDEN  STREET,503138
Amaya HITCHCOCK,090766,0,4,58,125,37132,8277 JEFFERSON SQUARE  STREET,430274
Emerson OCONNELL,101362,0,2,78,153,27153,2627 LAMONT  ST,834764
Stephen BERGERON,041515,0,1,67,176,31742,4089 VIVIAN  ST,630411
Alec GOULD,032864,0,,67,179,39244,363 ARBOR WAY  ST,489511
Macie PITTS,102285,0,1,76,163,25075,6025 ZOAR  ST,732922
Pierce IRVIN,031562,0,1,,145,39485,1262 FAYETTEVILLE  STREET,280220
Nayeli CLAY,050766,0,1,,182,23178,2578 WILBURN  ST,209215
Ethan YOUNGBLOOD,033046,0,1,67,148,39432,7172 HAMPSHIRE  STREET,458863
Alexia LESLIE,062877,0,2,60,162,37190,5832 NORTHERN  ST,517395
Giovanni SOTO,102166,0,1,75,156,36188,6598 MCCLEAN  STREET,838784
Walker MCCLENDON,062880,0,1,76,126,38816,1554 JACKSON  ST,256669
Charlie CALDWELL,031643,0,2,78,117,25830,9146 VILLAGE WALK  ST,666664
Sophia MELTON,091642,0,3,61,166,29189,4446 PONCE DE LEON  STREET,788914
Kaydence HOLDER,061351,0,3,72,190,22658,632 FAIRVIEW  STREET,355098
Rafael GOODRICH,121085,0,1,79,161,37034,9586 CHARTER  STREET,531622
Donovan WYNN,062653,0,4,86,,38414,1809 REGENCY PATH  ST,514783
Brynn MCDERMOTT,092675,0,1,60,130,22143,6568 CHARLESTON OAKS  ST,575143
Corbin CHURCHILL,032753,0,3,58,121,,,260346
Jorge HAWTHORNE,100356,0,1,71,143,38301,6865 VIVIAN  STREET,771617
Raley HACKER,120250,0,3,,142,21529,7444 CHEWNING  ST,471040
Ruben CROW,050271,0,2,60,,27281,9665 DOROTHY  STREET,225253
Kira SHIPP,011547,0,2,76,,36881,7968 POPLAR  STREET,624848
Annika FORTIN,022645,0,2,,,27916,4867 WINTER  ST,891333
Porter MCINTYRE,091375,0,3,78,,27914,1579 MARY GAY  STREET,631283
Gabrielle CINTRON,070279,0,4,,,24459,7204 MICHIGAN  STREET,396309
Cali BRANTLEY,072967,0,4,63,191,28986,5967 FAIRVIEW  STREET,766644
Natalie HURTADO,080550,0,3,,192,22989,5316 BROOKS  STREET,685547
Paris BASSETT,112251,0,1,49,132,35599,2980 RENFROE  STREET,466635
Colin DECKER,012877,0,4,,115,26833,3585 PATTILLO  STREET,495618
Esteban MCDONOUGH,101848,0,3,60,142,25188,917 CLAIRMONT  STREET,221523
Crystal WILLS,072651,0,3,60,116,25010,7129 WILTON  STREET,147395
Talia HARKINS,011967,0,3,,128,37192,1358 MCKINNON  STREET,685211
Vivian CORBIN,111959,0,2,66,,20118,7435 HAMPTON  STREET,441810
Deandre WASHINGTON,032341,0,1,56,128,37893,1613 HIBERNIA  ST,652594
Emmanuel CROOK,080846,,3,77,140,20598,8154 JOHNSTON  ST,536450
Alfredo KAUFFMAN,071248,0,4,69,183,33678,3461 FREEMAN  ST,445888
Trey SOWERS,110874,0,3,,,26301,9455 GENERAL DELIVERY  ST,706876
Hunter MCGILL,091648,0,3,56,121,27993,9886 FENWAY  STREET,201196
Makenzie CAREY,061858,0,2,60,,32090,4498 ARCADIA  STREET,224546
Alexandria MELENDEZ,022153,0,4,86,168,30425,878 POPLAR LANE  STREET,161209
Bryant JACQUES,111658,0,2,72,122,31399,9807 MONTGOMERY  ST,734825
Isaiah LOPES,071783,0,3,,,37654,9504 ASHFIELD  STREET,516898
Morgan DOUGLAS,072767,0,4,70,,26467,5807 DAVIS  STREET,344552
Lawrence PARSONS,062048,0,4,70,,33144,5030 ARCADIA  STREET,779754
Taryn OSBORNE,042453,0,2,,160,,,362279
Kaitlin BLOOM,050982,0,1,63,130,26692,9665 GORDON  STREET,190935
Zoey BURK,011359,0,2,,131,39420,6425 MARY GAY  ST,642199
Darius ZAMORA,100473,0,4,76,145,28046,5918 VILLA  ST,319300
Drake COVINGTON,041944,0,2,67,,28167,152 DURAND FALLS  ST,663724
Alondra KOHLER,122840,0,2,58,,24756,5292 EASTLAND  ST,187666
Sara LEDESMA,112260,0,4,72,181,26255,7230 IRVIN  ST,540668
Gloria HERBERT,101771,0,1,56,107,29832,2899 TANYARD CREEK  ST,235965
Layla KUHN,041344,0,4,67,137,29056,2243 DALEROSE  ST,519890
Brandon POOL,042252,0,4,51,139,27406,5785 GARLAND  STREET,881444
Desmond NEEDHAM,013055,0,3,,,31448,9311 CATHERINE  STREET,166770
Ashlyn CLEVENGER,101241,0,4,70,133,39511,2876 2ND  ST,384694
Anahi ORR,021478,0,2,45,129,34951,5963 MADISON  STREET,377814
Davion JEFFRIES,031562,0,1,65,143,26715,3350 SENECA  STREET,882648
Vincent VILLEGAS,022456,0,3,66,111,33077,9378 MCCLEAN  STREET,139673
Fernando MARQUEZ,033173,0,2,,153,20125,106 GRAYSON  STREET,384165
Corey SUTTON,022457,0,1,62,141,32573,4981 RIDGELAND  ST,631980
Noel LIPSCOMB,051973,0,1,69,134,29705,5158 AVERY  STREET,661392
Davis PERALTA,092884,0,2,79,151,28379,8174 LANDOVER  STREET,339485
Faith DUGAN,083083,0,4,65,,20006,3634 CANDLER GROVE  ST,619097
Donovan BENTLEY,031853,0,3,,134,27197,8713 LOCKWOOD  ST,489039
Katherine HAMPTON,061961,0,4,55,,34472,2919 PATE  ST,476064
Elise MAHER,090846,0,3,,,31008,3865 FAYETTEVILLE  ST,676134
Alissa FROST,111478,0,4,54,,22632,7123 GARDEN  ST,335264
Lillian NGUYEN,090183,0,4,77,190,24223,5774 CANDLER OAKS  ST,784979
Levi LIGHT,081143,0,2,56,,33046,6488 OLD DECATUR  ST,897219
Carlos ALI,051869,0,3,77,163,35157,8438 AVERY  ST,407618
Jennifer GONZALEZ,031966,0,4,70,174,31568,2025 CALLAWAY  STREET,707651
Gabrielle BOYLES,120746,0,3,84,142,38939,549 DEKALB COUNTY COURTHOUSE  STREET,715402
Malachi METZGER,101368,0,3,72,157,31519,4270 OAKLAND  ST,405894
Estrella LOMBARDO,121562,0,4,59,120,28192,1274 AVERY  STREET,692508
Trenton YANEZ,081870,0,4,72,157,37337,975 FELD  STREET,393973
Mitchell HUGHES,061672,0,1,59,127,30837,2882 GARLAND  STREET,652545
Rose SHORT,110377,0,2,62,153,32779,1311 WESTCHESTER  ST,150575
Daniel SIZEMORE,052867,0,2,60,105,31004,8731 SWANTON HILL  ST,866545
Austin SPENCER,090452,0,2,61,127,20479,2450 DRIFTWOOD  STREET,753317
Leslie RUSH,111463,0,4,71,,39474,1195 TALLEY  ST,622837
Ryan MORRIS,103147,0,3,57,120,25275,9933 CARTER  STREET,596331
John LINDER,050462,0,4,65,138,39659,9514 WILLOW  ST,758755
Leila HUTCHISON,031272,0,2,58,121,34370,6196 FORKNER  STREET,254609
Sage PHAM,041669,0,3,62,126,31459,3897 WOODVIEW  ST,170800
Jazmine NOE,102854,0,1,57,106,36158,5390 ANSLEY  ST,174318
Lucas ODONNELL,012177,0,2,64,198,28701,2484 3RD  STREET,139223
Alessandra WILLIAMSON,042673,0,,66,,28737,3462 ZOAR  ST,300695
Tate MURILLO,091365,0,3,,104,30607,3590 GENERAL DELIVERY  ST,603866
Katie RICE,030341,0,3,60,132,27372,6393 OLDFIELD  STREET,721690
Nina WALLIS,101054,0,1,,186,22986,6744 THOMAS  STREET,491174
Elaina AARON,072863,0,3,76,155,28003,5668 OAKHURST COMMON  ST,121919
Mateo CORNELL,110449,0,4,76,141,39258,9808 OAKHURST  STREET,792841
Roy BLEDSOE,052061,0,1,58,137,27003,3112 ROBIN  STREET,438161
Kade BAIN,062051,0,2,79,140,24698,8876 FITZGERALD  ST,395715
Madelynn LACHANCE,121079,0,3,54,126,21582,3207 CAMBRIDGE  STREET,510517
Katelynn FITZGERALD,012184,0,1,,163,27044,9115 CHESTER  STREET,872701
Bennett PETTIT,051072,0,2,,108,30027,4643 MISSIONARY  STREET,491956
Julio HAHN,041255,0,3,73,,26076,6533 DREXEL  ST,877582
Aubree CAMP,090266,0,2,68,152,30396,1719 PINE  STREET,202079
Wendy MCCRARY,120979,0,2,71,163,36900,5507 PLAINVIEW  ST,338233
Angela CISNEROS,070263,0,1,75,176,22917,1379 WOODFERN  ST,563934
Anthony FORTUNE,050680,0,1,63,,39150,6876 HORIERIC  STREET,730228
Baylee KIRKPATRICK,072941,0,2,66,135,24272,2746 ERIE  STREET,511251
Ricardo NEELY,101642,0,1,75,158,35740,9684 ANSLEY  ST,117065
Katie CLEMENTS,020970,0,2,,142,26537,8697 DEKALB INDUSTRIAL  ST,225186
Leah PIERSON,041485,0,4,63,165,30418,7386 ARCADIA  ST,274093
Osvaldo PHELPS,081551,0,2,,165,36535,8366 COLUMBIA  ST,214751
Michaela BOSWELL,061277,0,3,62,,34872,7961 SHADOWMOOR  ST,480339
Brianna JONES,030545,0,3,71,143,29730,7660 OAKHURST COMMON  ST,161492
Gracie SCHULTZ,122168,0,4,66,128,21948,5421 SCOTT  STREET,855260
April HURD,061355,0,2,71,111,22268,7577 ARBOR WAY  STREET,736959
Moses BONDS,040752,0,4,66,118,32712,2925 LANSDOWNE  STREET,501923
Andre SCHUSTER,120272,0,4,57,89,20020,6258 CHEVELLE  STREET,655482
Theodore WOLFF,121851,0,3,,,33476,4028 RIDGELAND  ST,409488
Miguel WILKERSON,091063,0,1,72,,36716,1681 NEW  STREET,441880
Paul HAYES,041763,0,2,87,161,39980,4953 PINECREST  ST,420028
Chase GEARY,051453,0,3,86,169,27890,8928 WILLOW  STREET,490892
Adan LEMON,122744,0,3,69,137,35361,7441 HOWARD  ST,148273
Felix BLANKENSHIP,032781,0,4,53,115,31347,5000 OLD DECATUR  STREET,412458
Alfredo ROUSE,012962,0,3,88,170,26595,3781 OAK  ST,709959
Maximilian CHAN,110683,0,1,65,140,35529,4255 NEW  ST,174619
Michelle AYRES,061947,0,2,75,119,36422,8218 KIRK CROSSING  STREET,447455
Lauren RAINEY,041279,0,4,53,106,23679,5136 WALKER  ST,448935
Aliyah CULLEN,040571,0,1,91,161,22077,4706 TRINITY  ST,224575
Charlotte DANIELS,041581,0,4,66,136,32620,1896 HICKORY  STREET,593881
Brittany PENA,090652,0,2,,177,33340,5973 OAKHURST COMMON  STREET,881305
Austin SPEER,111467,0,2,52,125,27075,5945 CHURCH  ST,441911
Arianna CHUNG,120265,0,3,54,93,32764,8972 VICKERS  STREET,199785
Collin ROCHA,031555,0,2,92,190,38046,1900 GORDON  STREET,497519
Victor STRAUSS,090679,0,2,,159,25240,6510 PLAINVIEW  STREET,224488
Leila BOYER,112167,0,3,59,145,24816,9599 VIVIAN  ST,106568
Emilia CATES,010654,0,2,61,141,,,581414
Bradley WILES,011981,0,3,55,103,29910,7628 GENERAL DELIVERY  ST,294089
Diamond ALDERMAN,102760,0,3,57,109,27064,3742 PINETREE  ST,251904
Alejandra GRAY,030468,0,1,69,153,22216,6396 SCOTT  ST,209879
Gael CRANDALL,120174,0,1,70,170,33770,8329 DEKALB INDUSTRIAL  ST,847230
Mercedse STOVER,012179,0,4,77,,27018,3961 FOWLER  ST,109635
Alexandria PHIPPS,112070,0,2,56,110,36690,6108 BREENS  ST,188579
Danika WONG,090285,0,2,58,155,30341,6820 WINN  STREET,337020
Collin CHEN,020344,0,3,65,151,31085,2563 COTTONWOOD  STREET,487356
Linda CONNOR,092484,0,4,47,115,26634,9914 UNDERWOOD  STREET,768253
Taryn THURMAN,112349,0,3,64,128,24345,9089 STERLING  STREET,785770
Madison BRINSON,031151,0,1,66,142,28280,2629 KNOB HILLS  ST,273830
Alexandra STRAUSS,032360,0,2,79,168,20402,5178 CREEKWOOD  ST,202756
Maurice BANDA,041584,0,4,85,172,25755,6644 COURT  ST,872658
Sierra BOUCHARD,061664,0,4,63,119,31265,9767 HAROLD BYRD  ST,111044
Ariel UPTON,011756,0,2,,150,22190,1425 DURAND FALLS  ST,224163
Melvin WOFFORD,052160,0,3,,109,24021,1042 CHIEF MATTHEWS  STREET,397860
Olivia WARE,070165,0,4,,171,32583,8337 HICKORY  STREET,257643
Sophie DOUGLASS,010874,0,3,66,,36769,9123 HANCOCK  ST,161429
Liam WOLFE,010844,0,1,76,169,21904,9207 SAMS  STREET,682763
Cayden GIPSON,022780,0,1,,210,27762,4295 JEFFERSON SQUARE  STREET,642816
Phoenix ROPER,091259,0,3,66,149,21653,7622 COLLEGE  ST,208708
Josie BARTON,071357,0,3,,,34702,6323 SYCAMORE  STREET,855165
Uriel SCHREIBER,032164,0,1,69,,27487,9823 NELSON FERRY  STREET,351581
Graham ZEPEDA,062878,0,4,73,,39700,9373 SCOTT  ST,119785
Estrella BOSWELL,061955,0,4,50,130,22324,9665 PENSDALE  ST,455458
Diamond SNELL,121647,0,4,,,35713,7552 HORIERIC  STREET,447491
Dallas MATSON,092445,0,4,65,156,26234,140 DRIFTWOOD  ST,839735
Jayson PIMENTEL,053149,0,1,,,20943,2214 WHEATFIELDS  ST,614836
Tanner MCKAY,071271,0,1,60,152,23443,1388 ZOAR  STREET,455775
Talia ATKINS,080655,0,1,,98,37195,2628 GENEVA  STREET,793583
Jason JUAREZ,050176,0,1,74,115,31000,4920 HANCOCK  ST,624941
Emilia VERNON,090349,0,1,72,162,35214,1410 GLENN  ST,372264
Kara NGO,030163,0,2,67,125,24356,4737 ROYAL PATH  ST,693794
Alina TATE,040649,0,4,,143,22050,8370 WIMBERLY  STREET,209138
Abril HAND,090881,0,2,77,,39494,9723 LAKE  STREET,838533
Dante MCGOWAN,010244,0,3,77,167,27986,528 LAMONT  ST,732234
Hunter OUELLETTE,021052,0,2,60,149,23580,4838 DEKALB COUNTY COURTHOUSE  ST,123671
Macie LAIRD,082043,0,1,44,75,36214,7414 CHARLESTON OAKS  ST,754932
Kirsten ARIAS,061242,0,2,62,167,32036,527 HANCOCK  ST,376958
Mariana CALLOWAY,092454,0,3,56,124,35763,5367 CRAIGIE  STREET,298377
Jaden HANSEN,103158,0,1,69,,27022,1127 CLAIRMONT  ST,135682
Alberto WICKER,041657,0,4,65,124,30543,3848 GROVEMONT  ST,490696
Aaliyah BRONSON,013154,0,3,88,,28439,1431 CANDLER OAKS  ST,240835
Reagan TUTTLE,060641,0,4,79,180,31970,5821 TALLEY  STREET,779169
Cory BOYKIN,050168,0,3,60,130,27167,7916 DYSON  ST,336747
Nataly COLON,070483,0,4,59,169,33042,3738 GREENWOOD  ST,282855
Jeffrey BARTHOLOMEW,081284,0,4,52,125,36858,7148 CALLAWAY  ST,857292
Jessie AGEE,020769,0,4,68,142,23506,730 RIMINGTON  ST,300069
Malachi ROBINSON,111383,0,2,81,156,39416,8534 CHEVELLE  ST,806846
Elizabeth FINK,102261,0,1,,114,26880,593 WIMBERLY  ST,469110
Athena BRANHAM,022257,0,1,,103,37713,6665 ADAIR  STREET,458979
Andre SINGLETON,060852,0,2,61,120,36425,4771 ASHWOOD  STREET,341141
Aubrey OROZCO,122983,0,1,59,,27102,774 RIO  ST,106963
Phillip SAPP,011858,0,3,67,157,35167,8217 NORTHERN  STREET,882952
Leonardo MERCER,042776,0,1,,,31070,2608 RIO  STREET,845898
Chad MAGANA,011071,0,1,,122,23368,7845 GARDEN  STREET,528126
Michelle LOWRY,102346,0,1,72,116,35018,7859 CALLAWAY  ST,696586
Emerson WITHERS,080463,0,3,73,162,37863,2783 SWANTON  ST,585249
Kira PEDERSEN,093053,0,2,,177,22036,3967 OLD DECATUR  ST,302117
Ty YI,081740,0,3,79,150,35729,2847 BRUTON  STREET,670993
Maddox CRAVEN,030544,0,2,74,132,33746,5699 DOGWOOD  ST,199648
Quinn ARTIS,030255,0,4,,123,24181,1581 CHARLESTON OAKS  ST,234118
Lilliana CINTRON,110472,0,1,70,123,21998,1356 OAKLAND  ST,118931
Kristian BROWER,111080,0,1,63,111,30483,4564 TWIN OAKS  STREET,102348
Cody NAYLOR,061180,0,1,77,157,34405,3021 MAPLE  STREET,103830
Jayden JEFFRIES,021810,0,1,57,103,24756,7769 CALLAWAY  STREET,893864
Katie BENAVIDEZ,,0,4,77,152,28502,2301 PENSDALE  STREET,498279
Addison BEAN,050974,0,1,52,150,23472,6064 OAK  ST,852346
Evangeline MCLAUGHLIN,102553,0,2,64,110,26702,2590 CLAIRMONT  ST,747309
Jamie NEWSOME,051471,0,2,63,124,22609,5852 FERNDALE  ST,716486
Elle FRANCE,021167,0,1,80,140,23340,2039 GLENN  ST,809065
Peyton WYATT,010760,0,2,49,142,25758,2976 RIMINGTON  ST,634329
Lucy WHITSON,010961,0,1,55,,20772,5436 5TH  STREET,781036
Bruce ATKINS,102548,0,2,,132,27417,5932 GREENWOOD  STREET,614766
Emerson KELLOGG,092042,0,4,59,,31710,8092 HICKORY  ST,374893
Silas GIPSON,110873,0,4,50,122,38020,8461 PINE  STREET,786224
Cayden EGAN,070752,0,3,65,,25505,6810 WOODFERN  ST,700190
Serenity WOFFORD,020980,0,1,74,160,37811,5921 GLENLAKE COMMONS  ST,871347
Allyson VOGEL,080476,0,2,66,,27335,7597 MAEDIRIS  ST,792115
Carmen GRIGSBY,082011,0,4,,165,24385,6988 CREEKWOOD  STREET,116733
Marco GAGNON,110767,,4,63,109,22339,7059 EVANS  STREET,173698
Ryan ALBRIGHT,113040,0,2,76,150,26461,1558 VILLA  ST,826008
Bryant HOLBROOK,101571,0,2,46,,39165,3738 GENERAL DELIVERY  ST,897246
Jesse ZEIGLER,073057,0,2,58,99,30756,1482 PINEVIEW  STREET,683892
Mateo QUALLS,061966,0,3,67,153,38728,2736 DEKALB COUNTY COURTHOUSE  STREET,381461
Joe NEWSOM,021875,0,2,62,152,22168,7161 OAKLAND  STREET,514059
Elle HOGUE,071278,0,2,67,130,26844,1125 BROOKS  ST,739200
Gael WOODSON,022372,0,2,,132,34726,896 MISSIONARY  STREET,349490
Kendra PULLIAM,050970,0,3,60,113,37010,4155 BUCHANAN  STREET,700160
Nora BANDA,052275,0,2,,,33169,6327 LENORE  ST,720520
Esteban GARRETT,010553,0,2,,,32457,2435 RENFROE  STREET,635424
Damien SLEDGE,092451,0,2,56,126,29553,5774 LAMONT  ST,343406
Kennedy KNOWLES,062965,0,2,,149,20782,3637 TRINITY  STREET,232967
Nevaeh MANSFIELD,010651,0,3,,121,21280,2251 KNOB HILLS  ST,880305
Joshua RUSHING,090643,0,1,61,104,30307,3313 COVENTRY  STREET,812683
Carl TONEY,092257,0,1,,166,37213,4232 VICKERS  ST,132506
Dillon THOMPSON,041784,0,2,,103,24121,7021 PARK  STREET,806850
Natalie BESS,072753,0,2,62,116,27637,5801 OAKLAND  ST,465851
Danny ENGLAND,021768,0,3,55,93,30896,7658 DOROTHY  ST,475004
Morgan DOUGLAS,061542,0,2,76,140,33801,6959 ARCADIA  ST,872671
Yahir ISAACS,100179,0,3,44,132,27536,4615 ASHWOOD  ST,848767
Peyton SHIRLEY,040767,0,3,73,154,29465,7829 CALLAWAY BUILDING  STREET,602150
Jenna QUARLES,070578,0,4,,173,30929,3085 COTTONWOOD  ST,207845
Benjamin HARKINS,051084,0,4,56,,26488,8935 MICHIGAN  STREET,475282
