firsrt_name,last_name,DOB,sex,race,height,weight,ZIP,street,defect_code
Ashton,WHEELER,08021957,0,4,,135,33065,1761 EVANS  ST,148,
Nolan,FINK,03151961,0,4,76,,33280,9279 CHIEF MATTHEWS  ST,457,
Sebastian,BOLES,12241976,0,3,64,141,32027,3435 MOCKINGBIRD  ST,377,
Wendy,IVEY,04161964,0,4,,113,21404,2603 DRIFTWOOD  STREET,188,
Cayden,STRATTON,06131952,0,4,56,120,22029,609 ZOAR  STREET,108,
Lindsey,GAMEZ,06281957,0,2,74,150,20499,7403 SWANTON  STREET,141,
Allie,ALDRIDGE,05201948,0,1,,175,36180,7536 SUPERIOR  ST,256,
Johanna,GEORGE,10201945,0,4,74,161,28099,9491 GREEN  STREET,162,
Pablo,MCINTOSH,02271983,0,3,63,136,36677,4668 GARDEN  STREET,148,
Jaelyn,CERVANTES,03111959,0,1,78,169,39621,3156 GENEVA  ST,307,
Thomas,AQUINO,07081953,0,4,66,111,24147,2667 BEAUMONT  ST,378,
Juan,WILKS,07101949,0,1,59,121,23178,7145 FORKNER  STREET,452,
Willow,MCNEAL,09171956,0,1,63,128,20133,7024 GLENLAKE COMMONS  STREET,345,
Ezra,FLANAGAN,02061965,0,4,78,196,24315,1874 HEATHERDOWN  ST,468,
Tate,HOPPER,04081947,0,4,62,,30354,1047 LAREDO  ST,322,
Caden,SOSA,07271954,0,2,,121,39949,8812 DOROTHY  ST,147,
Collin,BARTLEY,03031955,0,1,,136,29146,9029 DEVONSHIRE  ST,283,
Sage,TOLLIVER,02151971,0,3,60,121,24339,4547 FORREST  ST,467,
Maddison,LLOYD,08201984,0,3,62,116,20435,3430 ARBOR WAY  ST,412,
Angel,LOMBARDO,11011947,0,4,,165,36726,3764 KIRK CROSSING  STREET,332,
Katherine,MEDLEY,02241967,0,2,,,38328,6512 TANYARD CREEK  ST,426,
Kaylin,FLANAGAN,01271958,0,4,75,176,30894,984 LAMONT  STREET,382,
Emerson,HATCHER,11111971,0,4,,188,23714,8853 KINGS  STREET,499,
Sasha,KENYON,06091968,0,4,,,33651,9857 OLD DECATUR  STREET,407,
Jaxson,BLAND,01121970,,1,64,,29701,1392 BREENS  STREET,397,
Larry,HUANG,04281965,0,4,55,116,29086,6942 PARKSIDE  ST,410,
Talon,SMITH,01021942,0,4,68,122,29166,1344 RIDLEY  STREET,206,
Izaiah,KENDALL,07271974,0,1,75,141,25393,5896 HIBERNIA  ST,156,
Ryan,CHU,12261980,0,4,,120,27343,9918 LUCERNE  STREET,446,
Edwin,CRUM,05311948,,4,73,129,33488,4841 CLAIREMONT  STREET,342,
Cheyanne,VILLARREAL,09201946,0,1,71,147,23479,5818 IRVIN  ST,483,
Raegan,FLAHERTY,11221951,0,1,64,125,32749,6095 CANDLER POINTE  ST,480,
Estrella,CREECH,05061964,0,2,,105,33665,378 CANDLER GROVE  ST,204,
Ashton,PEASE,12031964,0,3,,113,24954,6958 HIGH GATE  ST,354,
Keira,SHEEHAN,10021958,0,2,67,130,20730,513 FAIRFIELD  ST,102,
Teagan,DOBSON,06171958,0,2,69,135,35998,2472 MEDLOCK  STREET,104,
Alessandra,WATTS,08031951,0,4,60,121,39738,3600 LAREDO  STREET,147,
Andres,WILKS,03251980,0,4,61,125,22928,4442 BRIDLEWOOD  ST,149,
Giovanni,MCFARLAND,05121971,0,1,57,106,29059,1158 CANDLER GROVE  ST,248,
Alejandro,ROSEN,04291979,0,4,78,184,26886,5608 JACKSON  ST,303,
Kendall,KAPLAN,06301961,0,4,65,139,37497,2014 GARDEN  STREET,305,
Issac,FLORENCE,11131961,0,3,76,160,38920,9608 LIVINGSTON  STREET,106,
Beau,MENDEZ,09021947,0,3,76,115,25204,2826 DAVIS  STREET,323,
Nia,BOBO,05021965,0,4,,103,36857,4901 ANSLEY  ST,467,
Andrea,PERDUE,09271965,0,1,,116,25126,4493 BROWER  ST,239,
Camden,VALADEZ,04181947,0,2,76,151,34692,853 BROOKS  STREET,155,
Daniela,DOSS,04201949,0,3,69,164,38046,4939 MARY GAY  STREET,355,
Malik,PETERSEN,07031975,0,2,67,176,33786,4763 GROVE  ST,495,
Cesar,KIRKLAND,03311984,0,2,,132,24223,1675 LIVINGSTON  ST,311,
Wyatt,NELSON,02031962,0,2,61,112,37152,8641 HURON  ST,412,
Elijah,PAUL,09101949,0,3,79,161,34476,4710 NELSON FERRY  ST,243,
Roger,COTTRELL,02101944,0,4,,129,38469,992 ARCADIA  ST,266,
Marissa,PENA,02261979,0,2,56,110,38367,8175 BARRY  ST,170,
Addison,SALINAS,05111977,0,4,67,,34374,8251 DOROTHY  STREET,329,
Garrett,NICKERSON,05261953,0,,56,126,21348,1453 GREENWOOD  ST,327,
Allen,ROWLAND,12041953,0,4,65,,27900,1754 TWIN OAKS  STREET,316,
Dayanara,LORENZ,02231942,0,2,77,162,21083,5843 WILTSHIRE  ST,266,
Alondra,WEST,10201984,0,1,72,116,23697,9724 KINGS  STREET,311,
Kendall,KEATING,11101952,0,3,75,155,27355,5227 WEEKS  STREET,216,
Zoey,STRATTON,12261962,0,2,70,166,32630,9468 FAIRVIEW  ST,365,
Cole,LARKIN,02261954,0,3,71,161,34284,7103 MOUNT VERNON  STREET,410,
Brooklynn,SAWYER,08181954,0,4,70,146,23889,4712 WOODLAWN  STREET,247,
Miguel,OCAMPO,11171960,0,1,59,126,38733,149 DRIFTWOOD  ST,365,
Erick,QUINN,03071979,0,4,63,119,27985,8042 MANOR  ST,348,
Richard,EVANS,11231943,0,1,78,193,32454,646 WILBURN  STREET,193,
Sophia,GROVES,05241949,,2,,109,31722,4259 WOODVIEW  ST,435,
Guillermo,HAWK,04281972,0,4,58,129,37009,2050 MISSIONARY  ST,230,
Anthony,HENDRICKSON,07081981,0,2,55,142,30235,4747 KIRK CROSSING  STREET,234,
Reese,GOFF,05241961,0,3,55,103,28227,832 CHELSEA  STREET,226,
Dane,ELMORE,01171942,0,2,61,125,33286,6607 CANDLER POINTE  ST,245,
Rocco,PETERS,04271981,0,4,,131,38110,8236 CAMBRIDGE  ST,294,
Max,KNOX,11051948,0,2,57,92,38670,1772 MISSIONARY  STREET,257,
Kevin,SNELL,09031981,0,4,72,178,33941,2343 BROWER  STREET,400,
Kameron,HARPER,05011965,0,3,,149,27606,3508 BENSON  ST,404,
Amanda,BIDDLE,07201950,0,2,77,172,34607,929 PINEVIEW  ST,299,
Julius,BEATTY,06021949,0,1,55,89,25297,7840 CHEWNING  ST,195,
Elise,COLLINS,11301942,0,3,69,142,21368,1532 HAMPSHIRE  STREET,215,
Bennett,CURLEY,12251964,0,1,79,153,37429,6569 HILL  STREET,124,
Lilian,TILLEY,01231955,0,2,,172,27875,3286 CREEKWOOD  ST,445,
Kaitlyn,KINCAID,07101945,0,1,73,,27314,6241 JEFFERSON  STREET,368,
Heather,HONG,09111980,0,3,76,168,34485,6295 LIVINGSTON  ST,342,
Leonardo,HURTADO,09061944,0,4,,,23862,3830 WILLOW  ST,389,
Allyson,NORTON,08121979,0,3,75,159,28696,399 EVANS  ST,412,
Noel,CABRERA,01271983,0,4,60,121,25020,8176 GENEVA  STREET,495,
Hayden,PALMA,12091950,0,3,58,110,25463,7593 WOODVIEW  STREET,396,
Erika,PALMA,02151975,0,4,,107,37052,3251 GROVE  STREET,272,
Morgan,LITTLEJOHN,07271978,0,1,74,169,30936,1643 PARK  ST,258,
Cheyenne,WITHERS,09241983,0,3,66,155,24134,6803 DEKALB INDUSTRIAL  STREET,411,
Melvin,MCCRARY,05021985,0,4,62,,35277,7932 HIBERNIA  STREET,259,
Miriam,WILLIAMSON,05151954,0,,78,176,34500,3330 FORKNER  ST,422,
Kyra,HAMEL,03071979,0,4,61,106,38638,3504 LENORE  ST,339,
Brayan,MATHEWS,07221957,0,1,74,186,24002,3028 CHEVELLE  STREET,187,
Harrison,MATTOX,12211965,0,4,,135,36720,6103 FELD  ST,178,
Tony,KEENE,07301985,0,3,,120,22580,7151 BRIDLEWOOD  STREET,276,
Rachel,WHITMAN,03271976,0,3,75,168,36992,4296 WOODBURY  STREET,309,
Callie,ROCKWELL,05051969,0,1,56,154,31718,3143 4TH  ST,178,
Olivia,CODY,03051970,0,2,,,36803,2472 DREXEL  STREET,472,
Katherine,ROWLEY,07091948,0,4,78,167,24657,6024 ASHFIELD  STREET,100,
Casey,MARQUEZ,06211969,0,4,67,111,22331,2736 EMERSON  STREET,368,
Kaiden,BOUDREAU,11301946,0,1,64,148,29687,1852 JACKSON  ST,361,
Justice,LYON,11051978,0,2,70,,37828,5742 KIRK CROSSING  STREET,153,
Ayla,COWART,08121958,0,3,68,118,22838,2592 JACKSON  ST,405,
Drew,MELENDEZ,04171978,0,4,65,117,34563,7965 EMERSON  STREET,370,
James,AGUIRRE,11281973,0,2,74,,22163,2063 GLENN  STREET,354,
Kira,MANN,10311952,0,3,71,166,30293,8876 HILLYER  ST,226,
Rylan,AKINS,12201981,0,3,,135,20267,4163 OLD DECATUR  ST,419,
Lillian,MAYNARD,04301981,0,3,73,127,37153,6454 BROOKS  STREET,371,
Cindy,DENNIS,02131975,0,4,73,134,28152,7482 MCKOY  ST,231,
Haley,PARKER,07171959,0,4,,136,23223,1290 HILLYER  ST,155,
Emilia,BUCK,03271960,0,2,55,89,38382,6477 LENORE  ST,435,
Allen,LINDER,03041947,0,3,61,123,33785,2737 DALEROSE  STREET,260,
Brady,TEMPLETON,08221955,0,3,69,122,38617,5637 CHIEF MATTHEWS  STREET,176,
Kyra,ADKINS,01011940,,2,,,38973,7678 WINN  ST,127,
Leslie,HAGEN,06111943,0,2,,157,23936,8420 MONTICELLO  ST,304,
Zoe,FITCH,07111976,0,3,68,123,35754,6411 WINN  ST,236,
Oscar,PFEIFFER,08021984,0,3,,141,33073,5813 BENSON  ST,258,
Meredith,BULLOCK,12211977,0,4,65,,20707,7163 WOODBURY  STREET,166,
Madisyn,ZEIGLER,01191947,0,4,57,84,21828,4193 JOHNSON  STREET,406,
Issac,PRESCOTT,11141972,0,2,60,124,23040,1794 PHARR  STREET,211,
Jermaine,MCWHORTER,05141949,0,1,58,101,28387,809 OAKVIEW  ST,169,
Cyrus,WHITEHEAD,12031965,0,3,76,120,27752,8368 WOODFERN  ST,366,
Crystal,BULL,01171965,0,1,71,135,23325,9307 DEKALB COUNTY COURTHOUSE  ST,400,
Terrance,SINCLAIR,10101955,0,4,60,105,34872,7770 MCDONOUGH  ST,376,
Jeffrey,MADISON,08241983,0,4,68,119,38614,6899 HANCOCK  STREET,189,
Russell,DRUMMOND,03311944,0,3,60,125,28429,1078 JACKSON  ST,392,
Kenneth,BASSETT,11271946,0,4,69,121,31336,1201 COMMERCE  ST,195,
Abbigail,WHITEHEAD,09091964,0,2,71,,24641,6357 MCKINNON  STREET,428,
Maria,CARR,11041950,0,1,66,,32445,7945 SENECA  STREET,122,
Teagan,YU,11251978,0,4,,169,25440,1688 WHEATFIELDS  ST,191,
Izabella,JACOBSON,10051951,0,1,56,,39634,5974 HAMPSHIRE  STREET,110,
Saniya,AMOS,09151978,0,4,71,,35916,2662 MANOR  STREET,180,
Hanna,HASTINGS,08201943,0,4,74,163,32066,8172 POWELL  ST,115,
Amanda,GOFF,05101960,0,4,76,,27350,3863 GARDEN  STREET,326,
Amaya,HITCHCOCK,09071966,0,4,58,,35180,1449 HICKORY  STREET,182,
Emerson,OCONNELL,10131962,0,2,78,133,27153,2627 LAMONT  ST,241,
Stephen,BERGERON,04151976,0,1,76,166,28392,2273 POWELL  ST,414,
Alec,GOULD,03281964,0,3,77,150,30645,6718 BENSON  STREET,153,
Macie,PITTS,10221985,0,1,76,,25075,6025 ZOAR  ST,230,
Pierce,IRVIN,03151962,0,1,,164,27975,6931 HILLCREST  STREET,171,
Nayeli,CLAY,05071966,0,1,,,23178,2578 WILBURN  ST,181,
Ethan,YOUNGBLOOD,03301946,0,1,67,148,39148,3936 COVENTRY  STREET,363,
Alexia,LESLIE,06281977,0,2,,162,37190,5832 NORTHERN  ST,453,
Giovanni,SOTO,10211966,0,1,75,187,36188,6598 MCCLEAN  STREET,297,
Walker,MCCLENDON,06281980,0,1,,158,33282,8521 WEEKS  ST,216,
Charlie,CALDWELL,03161943,0,2,,117,25830,9146 VILLAGE WALK  ST,315,
Sophia,MELTON,09161942,0,3,,142,29189,4446 PONCE DE LEON  STREET,258,
Kaydence,HOLDER,06131951,0,3,72,,22658,632 FAIRVIEW  STREET,422,
Rafael,GOODRICH,12101985,0,1,79,,37034,9586 CHARTER  STREET,278,
Donovan,WYNN,06261953,0,4,72,,38414,1809 REGENCY PATH  ST,467,
Brynn,MCDERMOTT,09261975,0,1,59,,27545,2336 UNDERWOOD  ST,398,
Corbin,CHURCHILL,03271953,0,3,58,105,38918,714 CHEWNING  ST,477,
Jorge,HAWTHORNE,10031956,0,1,71,116,38301,6865 VIVIAN  STREET,495,
Riley,HACKER,12021950,0,3,,100,21529,7444 CHEWNING  ST,389,
Ruben,CROW,05021971,0,2,58,126,35182,7219 BUCHER  ST,253,
Kira,SHIPP,01151947,0,2,77,167,22738,9332 CHEWNING  STREET,326,
Annika,FORTIN,02261945,0,2,79,169,37340,2513 HILLCREST  STREET,399,
Porter,MCINTYRE,09131975,0,3,66,145,27914,1579 MARY GAY  STREET,443,
Gabrielle,CINTRON,07021979,0,4,77,123,24459,7204 MICHIGAN  STREET,415,
Cali,BRANTLEY,07291967,0,4,79,183,28986,5967 FAIRVIEW  STREET,313,
Natalie,HURTADO,08051950,0,3,76,181,22989,5316 BROOKS  STREET,385,
Paris,BASSETT,11221951,0,1,62,,35599,2980 RENFROE  STREET,416,
Colin,DECKER,01281977,0,4,,95,34535,9205 GARLAND  ST,311,
Esteban,MCDONOUGH,10181948,0,3,76,113,25188,917 CLAIRMONT  STREET,427,
Crystal,WILLS,07261951,0,3,60,115,25578,205 THOMAS  STREET,471,
Talia,HARKINS,01191967,0,3,,160,37192,1358 MCKINNON  STREET,117,
Vivian,CORBIN,11191959,0,2,,154,20118,7435 HAMPTON  STREET,422,
Deandre,WASHINGTON,03231941,0,1,56,128,37522,1223 MARY GAY  ST,450,
Emmanuel,CROOK,08081946,0,3,,,20598,8154 JOHNSTON  ST,214,
Alfredo,KAUFFMAN,07121948,0,4,79,156,33678,3461 FREEMAN  ST,296,
Trey,SOWERS,11081974,0,3,,,26301,9455 GENERAL DELIVERY  ST,296,
Hunter,MCGILL,09161948,0,3,56,116,24878,1146 OAK  STREET,499,
Makenzie,CAREY,06181958,0,2,63,112,32090,4498 ARCADIA  STREET,332,
Alexandria,MELENDEZ,02211953,0,4,78,153,32693,8092 RIDLEY  ST,138,
Bryant,JACQUES,11161958,0,2,72,149,31399,9807 MONTGOMERY  ST,447,
Isaiah,LOPES,07171983,0,3,55,119,37654,9504 ASHFIELD  STREET,476,
Morgan,DOUGLAS,07271967,0,4,66,,26467,5807 DAVIS  STREET,409,
Lawrence,PARSONS,06201948,,4,70,114,33415,1213 DOGWOOD  ST,471,
Taryn,OSBORNE,04241953,0,2,75,160,,,432,
Kaitlin,BLOOM,05091982,0,1,63,149,26692,9665 GORDON  STREET,460,
Zoey,BURK,01131959,0,2,64,131,24006,5419 BARRY  STREET,133,
Darius,ZAMORA,10041973,0,4,,145,28046,5918 VILLA  ST,230,
Drake,COVINGTON,04191944,0,2,67,,20423,2398 HEATON PARK  ST,387,
Alondra,KOHLER,12281940,0,2,67,129,24756,5292 EASTLAND  ST,242,
Sara,LEDESMA,11221960,0,4,,122,26255,7230 IRVIN  ST,212,
Gloria,HERBERT,10171971,0,,56,108,28011,5691 JEFFERSON  STREET,454,
Layla,KUHN,04131944,0,4,66,137,29056,2243 DALEROSE  ST,403,
Brandon,POOL,04221952,0,4,60,140,29321,136 2ND  STREET,183,
Desmond,NEEDHAM,01301955,0,3,79,,31448,9311 CATHERINE  STREET,213,
Ashlyn,CLEVENGER,10121941,0,4,70,133,20858,3915 GLENLAKE COMMONS  ST,294,
Anahi,ORR,02141978,0,2,,100,39747,7679 2ND  STREET,497,
Davion,JEFFRIES,03151962,0,1,78,157,30225,2268 VIVIAN  STREET,109,
Vincent,VILLEGAS,02241956,0,3,66,139,39123,3153 GARDEN  STREET,265,
Fernando,MARQUEZ,03311973,0,2,,126,20125,106 GRAYSON  STREET,420,
Corey,SUTTON,02241957,0,1,62,,32573,4981 RIDGELAND  ST,138,
Noel,LIPSCOMB,05191973,0,1,63,131,29705,5158 AVERY  STREET,303,
Davis,PERALTA,09281984,0,2,74,162,22201,1104 WILLOW  STREET,391,
Faith,DUGAN,08301983,0,4,65,143,35089,8612 2ND  STREET,498,
Donovan,BENTLEY,03181953,0,3,,107,37094,4820 MEDLOCK  ST,176,
Katherine,HAMPTON,06191961,0,4,55,122,34472,2919 PATE  ST,442,
Elise,MAHER,09081946,0,3,64,175,31008,3865 FAYETTEVILLE  ST,370,
Alissa,FROST,11141978,0,4,68,,22632,7123 GARDEN  ST,338,
Lillian,NGUYEN,09011983,0,4,,141,34162,103 DREXEL  STREET,153,
Levi,LIGHT,08111943,0,2,56,122,33046,6488 OLD DECATUR  ST,359,
Carlos,ALI,05181969,0,3,77,,32042,7339 TWIN OAKS  STREET,320,
Jennifer,GONZALEZ,03191966,0,4,70,132,31568,2025 CALLAWAY  STREET,468,
Gabrielle,BOYLES,12071946,0,3,70,170,38939,549 DEKALB COUNTY COURTHOUSE  STREET,460,
Malachi,METZGER,10131968,0,3,76,157,23620,9320 FITZGERALD  STREET,466,
Estrella,LOMBARDO,12151962,0,4,,,28192,1274 AVERY  STREET,342,
Trenton,YANEZ,08181970,0,4,72,178,37337,975 FELD  STREET,499,
Mitchell,HUGHES,06161972,0,1,59,123,38984,5164 SAMS  ST,337,
Rose,SHORT,11031977,0,2,62,123,33167,9216 CANDLER POINTE  STREET,350,
Daniel,SIZEMORE,05281967,0,2,60,,31004,8731 SWANTON HILL  ST,148,
Austin,SPENCER,09041952,0,2,61,127,23245,380 PINEHURST  ST,410,
Leslie,RUSH,11141963,0,4,,,22885,3282 MONTGOMERY  ST,323,
Ryan,MORRIS,10311947,0,3,57,144,25275,9933 CARTER  STREET,133,
John,LINDER,05041962,0,4,65,138,28456,6044 GREENWOOD  STREET,446,
Leila,HUTCHISON,03121972,0,2,,96,34370,6196 FORKNER  STREET,442,
Sage,PHAM,04161969,0,3,62,123,31459,3897 WOODVIEW  ST,157,
Jazmine,NOE,10281954,0,1,57,112,36158,5390 ANSLEY  ST,268,
Lucas,ODONNELL,01211977,0,2,73,143,28701,2484 3RD  STREET,466,
Alessandra,WILLIAMSON,04261973,0,4,66,,35963,4093 VILLAGE  STREET,357,
Tate,MURILLO,09131965,0,,63,141,30607,3590 GENERAL DELIVERY  ST,407,
Katie,RICE,03031941,0,3,64,,27372,6393 OLDFIELD  STREET,263,
Nina,WALLIS,10101954,0,1,69,130,22986,6744 THOMAS  STREET,168,
Elaina,AARON,07281963,0,3,78,155,28988,3875 COLUMBIA  STREET,119,
Mateo,CORNELL,11041949,0,4,75,,32581,2362 OLYMPIC  STREET,251,
Roy,BLEDSOE,05201961,0,1,,,27003,3112 ROBIN  STREET,103,
Kade,BAIN,06201951,0,2,66,117,21365,5046 PEAVINE CREEK  ST,231,
Madelynn,LACHANCE,12101979,0,3,62,126,21582,3207 CAMBRIDGE  STREET,493,
Katelynn,FITZGERALD,01211984,0,1,66,163,39569,1394 STERLING  STREET,451,
Bennett,PETTIT,05101972,0,2,56,,37223,4585 KIRK  STREET,319,
Julio,HAHN,04121955,0,3,61,,26076,6533 DREXEL  ST,375,
Aubree,CAMP,09021966,0,2,68,182,39488,7793 CANDLER GROVE  ST,113,
Wendy,MCCRARY,12091979,0,2,71,175,26323,7796 TANYARD CREEK  ST,280,
Angela,CISNEROS,07021963,0,1,,128,22917,1379 WOODFERN  ST,327,
Anthony,FORTUNE,05061980,0,1,63,118,39150,6876 HORIERIC  STREET,263,
Baylee,KIRKPATRICK,07291941,0,2,76,161,39066,2028 PENSDALE  ST,229,
Ricardo,NEELY,10161942,0,1,75,158,31773,4836 DOROTHY  STREET,258,
Katie,CLEMENTS,02091970,0,2,73,,29035,401 WALKER  ST,297,
Leah,PIERSON,04141985,0,4,79,165,30418,7386 ARCADIA  ST,246,
Osvaldo,PHELPS,08161967,0,2,79,165,23854,3664 CHARLESTON OAKS  ST,395,
Michaela,BOSWELL,06121977,0,3,,133,34872,7961 SHADOWMOOR  ST,308,
Brianna,JONES,03051945,0,3,71,,24140,7414 BROWER  ST,201,
Gracie,SCHULTZ,12211968,0,4,60,,21948,5421 SCOTT  STREET,218,
April,HURD,06131955,0,2,71,,22268,7577 ARBOR WAY  STREET,369,
Moses,BONDS,04071952,0,4,66,138,32712,2925 LANSDOWNE  STREET,128,
Andre,SCHUSTER,12021972,0,4,59,,,,427,
Theodore,WOLFF,12181951,0,3,60,129,29924,1967 LENORE  ST,316,
Miguel,WILKERSON,09101963,0,1,,163,36716,1681 NEW  STREET,155,
Paul,HAYES,04171963,0,2,73,161,31486,5883 SPRINGDALE  ST,178,
Chase,GEARY,05141953,0,3,,169,27890,8928 WILLOW  STREET,138,
Adan,LEMON,12271944,0,3,71,164,35361,7441 HOWARD  ST,477,
Felix,BLANKENSHIP,03271981,0,4,,115,24383,4525 WOODLAND  STREET,472,
Alfredo,ROUSE,01291962,0,3,78,179,26595,3781 OAK  ST,133,
Maximilian,CHAN,11061983,0,1,65,,,,202,
Michelle,AYRES,06191947,0,2,,,36422,8218 KIRK CROSSING  STREET,464,
Lauren,RAINEY,04121979,0,4,,,27550,1774 WHEATFIELDS  ST,410,
Aliyah,CULLEN,04051971,0,1,,164,27339,1827 HORIERIC  STREET,228,
Charlotte,DANIELS,04151981,0,4,,124,21707,3533 INMAN  STREET,244,
Brittany,PENA,09061952,0,2,75,156,33340,5973 OAKHURST COMMON  STREET,307,
Austin,SPEER,11141967,0,2,65,125,37062,5392 SYCAMORE RIDGE  ST,309,
Arianna,CHUNG,12021965,0,3,55,,32764,8972 VICKERS  STREET,341,
Collin,ROCHA,03151955,0,2,77,175,38046,1900 GORDON  STREET,307,
Victor,STRAUSS,09061979,0,2,74,159,20627,7711 HURON  STREET,462,
Leila,BOYER,11211967,0,3,73,162,29334,5181 LAMONT  ST,382,
Emilia,CATES,01061954,0,2,64,141,,,452,
Bradley,WILES,01191981,0,3,55,,31731,2629 WINNONA  ST,186,
Diamond,ALDERMAN,10271960,0,3,60,,30817,8690 CANDLER GROVE  ST,147,
Alejandra,GRAY,03041968,0,1,69,139,22216,6396 SCOTT  ST,285,
Gael,CRANDALL,12011974,0,1,70,168,39768,9559 FITZGERALD  STREET,119,
Mercedes,STOVER,01211979,0,4,70,178,27018,3961 FOWLER  ST,293,
Alexandria,PHIPPS,11201970,0,2,56,110,36690,6108 BREENS  ST,170,
Danika,WONG,09021985,0,2,73,154,30341,6820 WINN  STREET,239,
Collin,CHEN,02031944,0,3,,139,24218,9598 OLD DECATUR  STREET,453,
Linda,CONNOR,09241984,0,4,59,111,32603,3519 SYCAMORE RIDGE  STREET,226,
Taryn,THURMAN,11231949,0,3,64,128,24345,9089 STERLING  STREET,214,
Madison,BRINSON,03111951,0,1,66,132,29556,3048 DURAND  STREET,169,
Alexandra,STRAUSS,03231960,0,2,79,168,20402,5178 CREEKWOOD  ST,377,
Maurice,BANDA,04151984,0,4,,172,25755,6644 COURT  ST,299,
Sierra,BOUCHARD,06161964,0,4,63,112,38555,4682 DURAND FALLS  ST,422,
Ariel,UPTON,01171956,0,2,70,150,34496,7199 OAKHURST COMMON  ST,378,
Melvin,WOFFORD,05211960,0,3,68,,24021,1042 CHIEF MATTHEWS  STREET,238,
Olivia,WARE,07011965,0,4,,171,32583,8337 HICKORY  STREET,365,
Sophie,DOUGLASS,01081974,0,3,66,155,36769,9123 HANCOCK  ST,239,
Liam,WOLFE,01081944,0,1,68,141,32577,9820 ASHFIELD  ST,128,
Cayden,GIPSON,02271980,0,1,,175,37736,7243 OLYMPIC  ST,295,
Phoenix,ROPER,03121953,0,3,,188,21653,7622 COLLEGE  ST,207,
Josie,BARTON,07131957,0,3,56,114,34702,6323 SYCAMORE  STREET,476,
Uriel,SCHREIBER,03211964,0,,69,,27487,9823 NELSON FERRY  STREET,468,
Graham,ZEPEDA,06281978,0,4,73,,22855,8747 BROOKS  STREET,114,
Estrella,BOSWELL,06191955,0,4,60,142,22324,9665 PENSDALE  ST,182,
Diamond,SNELL,12161947,0,4,65,,35713,7552 HORIERIC  STREET,150,
Dallas,MATSON,09241945,0,4,65,,26234,140 DRIFTWOOD  ST,443,
Jayson,PIMENTEL,05311949,0,1,78,150,20943,2214 WHEATFIELDS  ST,479,
Tanner,MCKAY,07121971,0,1,66,154,23443,1388 ZOAR  STREET,406,
Talia,ATKINS,08061955,0,1,56,100,37195,2628 GENEVA  STREET,178,
Jason,JUAREZ,05011976,0,,62,172,35437,4216 MAEDIRIS  ST,141,
Emilia,VERNON,09031949,0,1,64,136,39959,2207 RIO  ST,474,
Kara,NGO,03011963,0,2,59,129,24356,4737 ROYAL PATH  ST,369,
Alina,TATE,04061949,0,4,69,166,22050,8370 WIMBERLY  STREET,272,
Abril,HAND,09081981,0,2,77,,30174,8656 FOWLER  STREET,133,
Dante,MCGOWAN,01021944,0,3,77,167,27986,528 LAMONT  ST,346,
Hunter,OUELLETTE,02101952,0,2,,,21030,7443 BROOKS  ST,345,
Macie,LAIRD,08201943,0,1,56,76,21145,4374 BARRY  ST,148,
Kirsten,ARIAS,06121942,0,2,62,167,32036,527 HANCOCK  ST,108,
Mariana,CALLOWAY,09241954,0,3,56,97,27088,4012 HILLYER  ST,307,
Jaden,HANSEN,10311958,0,1,,,27022,1127 CLAIRMONT  ST,227,
Alberto,WICKER,04161957,0,4,65,124,28936,1149 KATHRYN  STREET,330,
Aaliyah,BRONSON,01311954,0,3,74,198,28439,1431 CANDLER OAKS  ST,390,
Reagan,TUTTLE,06061941,0,4,79,201,37648,7518 ADAIR  STREET,257,
Cory,BOYKIN,05011968,0,3,,133,27167,7916 DYSON  ST,499,
Nataly,COLON,07041983,0,4,64,133,25350,6926 CREEKWOOD  STREET,436,
Jeffrey,BARTHOLOMEW,08121984,0,4,59,125,36858,7148 CALLAWAY  ST,130,
Jessie,AGEE,02071969,0,4,68,141,23506,730 RIMINGTON  ST,283,
Malachi,ROBINSON,11131983,0,2,71,176,39416,8534 CHEVELLE  ST,114,
Elizabeth,FINK,10221961,0,1,66,143,26880,593 WIMBERLY  ST,161,
Athena,BRANHAM,02221957,0,1,63,121,37713,6665 ADAIR  STREET,492,
Andre,SINGLETON,06081952,0,,63,120,36425,4771 ASHWOOD  STREET,241,
Aubrey,OROZCO,12291983,0,1,59,114,27102,774 RIO  ST,188,
Phillip,SAPP,01181958,0,3,67,139,35167,8217 NORTHERN  STREET,182,
Leonardo,MERCER,04271976,0,1,70,150,31070,2608 RIO  STREET,127,
Chad,MAGANA,01101971,0,1,69,,23368,7845 GARDEN  STREET,167,
Michelle,LOWRY,10231946,0,1,72,140,35018,7859 CALLAWAY  ST,321,
Emerson,WITHERS,08041963,0,3,73,162,37863,2783 SWANTON  ST,138,
Kira,PEDERSEN,09301953,0,2,,148,25476,9220 CHEVELLE  ST,384,
Ty,YI,08171940,0,3,,,35729,2847 BRUTON  STREET,471,
Maddox,CRAVEN,03051944,0,2,76,198,33746,5699 DOGWOOD  ST,130,
Quinn,ARTIS,03021955,0,4,,129,24181,1581 CHARLESTON OAKS  ST,348,
Lilliana,CINTRON,11041972,0,1,,111,21998,1356 OAKLAND  ST,415,
Kristian,BROWER,11101980,0,1,63,127,30483,4564 TWIN OAKS  STREET,244,
Cody,NAYLOR,06111980,0,1,,142,34405,3021 MAPLE  STREET,481,
